Food Code,Food Name,Group,Type,Air (Water) (g),Energi (Energy) (Kal),Protein (Protein) (g),Lemak (Fat) (g),Karbohidrat (CHO) (g),Serat (Fibre) (g),Abu (ASH) (g),Kalsium (Ca) (mg),Fosfor (P) (mg),Besi (Fe) (mg),Natrium (Na) (mg),Kalium (K) (mg),Tembaga (Cu) (mg),Seng (Zn) (mg),Retinol (Vit. A) (mcg),Beta-Karoten (Carotenes) (mcg),Thiamin (Vit. B1) (mg),Riboflavin (Vit. B2) (mg),Niasin (Niacin) (mg),Karoten Total (Re) (mcg),Vitamin C (Vit. C) (mg)
NP012,Dobo belachan,Herbs and Spices,Processed/Products,58.4,191.0,33.1,3.6,6.6,1.6,11.5,2250.0,1130.0,22.9,650.0,1260.0,2.9,5.0,,0.0,3.74,0.22,2.0,,
CP023,Dodol (taffy) banjarmasin,Grains and Legumes,Processed/Products,17.3,368.0,2.6,8.6,70.0,0.5,1.5,51.0,180.0,3.3,48.0,96.0,0.4,2.6,0.0,0.0,0.04,0.07,2.3,0.0,0.0
AP043,Dodol bali,Cereals,Processed/Products,26.5,298.0,3.7,2.1,65.9,0.4,1.8,70.0,76.0,2.5,,,,,0.0,0.0,0.28,,2.5,496.0,0.0
AP044,Dodol galamai,Cereals,Processed/Products,16.5,348.0,0.4,3.8,76.1,0.5,1.2,41.0,144.0,2.6,38.0,76.0,0.3,2.1,0.0,0.0,0.03,0.06,1.8,0.0,0.0
AP045,Dodol kedondong,Cereals,Processed/Products,26.4,331.0,1.9,7.6,63.8,1.0,0.4,90.0,55.0,2.3,,,,,0.0,,0.11,,0.8,408.0,5.0
AP046,Dodol manado,Cereals,Processed/Products,26.1,373.0,4.3,16.5,51.9,0.4,1.2,41.0,142.0,2.4,35.0,72.0,0.3,2.1,0.0,0.0,0.04,0.06,2.1,0.0,0.0
HR008,"Domestic duck egg, fresh",Eggs,Raw,67.7,187.0,10.9,12.4,7.9,0.0,1.1,64.0,295.0,5.4,209.0,146.0,0.4,1.8,378.0,471.0,1.62,0.03,0.1,375.0,
EP011,Dried banana,Fruits,Processed/Products,28.9,281.0,2.4,0.7,66.1,1.0,2.0,41.0,64.0,1.2,,,,,,,0.1,,,272.0,0.0
EP012,"Dried banana, cilacap",Fruits,Processed/Products,27.1,295.0,2.3,2.1,66.9,1.3,1.7,47.0,97.0,2.8,,,,,,,0.14,,,296.0,
MP017,Dried black tea leaves,Convectionery,Processed/Products,8.0,293.0,24.5,2.8,58.8,8.7,5.9,327.0,313.0,24.3,50.0,5854.8,0.0,0.0,0.0,2700.0,0.07,0.8,7.6,,9.0
MP016,Dried green tea leaves,Convectionery,Processed/Products,7.7,300.0,28.3,4.8,53.6,9.6,5.6,245.0,415.0,18.9,60.0,5873.9,0.5,0.0,,8400.0,0.38,1.24,4.6,,230.0
MP018,Dried jasmine tea leaves,Convectionery,Processed/Products,8.1,299.0,24.1,3.5,59.0,9.7,5.3,320.0,185.0,31.6,70.0,5848.4,0.53,0.0,0.0,8400.0,0.07,0.79,7.3,,85.0
EP010,Dried persimmon,Fruits,Processed/Products,25.0,296.0,1.1,0.6,71.4,,1.8,,,,,,,,,,,,,,3.0
NP007,Dried shrimp paste,Herbs and Spices,Processed/Products,8.3,345.0,23.8,1.4,59.3,0.0,7.1,221.0,397.0,3.8,11998.0,462.8,0.75,1.9,,0.0,1.02,0.4,2.2,232.0,0.0
GP051,"Dried shrimp, raw",Fish and Other Seafood,Processed/Products,14.9,278.0,62.6,4.1,2.2,,16.2,760.0,510.0,5.2,540.0,360.0,2.4,3.2,39.0,,,,0.1,,
FR013,"Duck (alabio), meat, fresh",Meat and Poultry,Raw,57.0,303.0,11.3,27.0,3.7,0.0,1.0,20.0,293.0,4.8,50.0,260.0,0.7,2.0,,0.0,0.36,0.04,4.1,,
FP006,"Duck (alabio), meat, jerked meat, raw",Meat and Poultry,Processed/Products,12.7,496.0,30.3,33.5,18.4,,5.1,135.0,370.0,12.5,1081.0,478.0,0.7,0.3,,0.0,,,,,
HP003,"Duck egg, omelette, dish",Eggs,Processed/Products,55.1,301.0,20.0,23.7,0.0,0.0,1.2,71.0,600.0,9.2,,,,,122.0,,0.35,,,613.0,0.0
HP002,"Duck egg, salted, raw",Eggs,Processed/Products,66.5,179.0,13.6,13.3,4.4,0.0,2.2,120.0,157.0,1.8,483.0,140.1,,,253.0,13.0,0.28,0.98,0.6,,0.0
HR007,"Duck egg, white (albumen), fresh",Eggs,Raw,88.0,54.0,11.0,0.0,0.8,0.0,0.2,21.0,20.0,0.1,184.0,150.2,0.13,0.1,0.0,0.0,0.01,0.02,0.1,,0.0
HR006,"Duck egg, yolk, fresh",Eggs,Raw,47.0,386.0,17.0,35.0,0.8,0.0,0.2,150.0,400.0,7.0,106.0,90.7,0.09,2.5,870.0,747.0,0.6,0.68,1.4,,0.0
FR012,"Duck, meat, fresh",Meat and Poultry,Raw,54.3,321.0,16.0,28.6,0.0,0.0,1.1,15.0,188.0,1.8,54.0,199.0,0.21,1.2,273.0,0.0,0.1,0.28,4.3,,0.0
FP003,"Duck, meat, fried",Meat and Poultry,Processed/Products,48.8,300.0,24.0,20.7,4.5,0.0,2.0,170.0,170.0,4.1,34.0,6.0,0.4,3.0,,0.0,0.1,0.4,10.6,,
ER023,"Durian, fresh",Fruits,Raw,65.0,134.0,2.5,3.0,28.0,3.5,8.0,7.0,44.0,1.3,1.0,601.0,0.12,0.3,,146.0,0.1,0.19,136.5,175.0,53.0
DR156,"Dutch eggplant, fresh",Vegetables,Raw,87.3,52.0,2.1,1.1,8.6,1.4,1.0,16.0,40.0,1.1,,,,,0.0,,0.42,0.06,0.0,8048.0,12.0
AP075,Eclairs,Cereals,Processed/Products,56.6,221.0,7.5,10.2,24.8,,0.9,105.0,85.0,2.5,,,,,26.0,,0.12,,,1300.0,0.0
CR016,"Edible-podded pea, fresh",Grains and Legumes,Raw,74.3,98.0,6.7,0.4,17.7,6.2,0.9,22.0,122.0,1.9,6.0,296.6,0.21,1.5,,,0.34,0.16,2.5,680.0,26.0
DR102,"Edible-podded pea, unripe, fresh",Vegetables,Raw,86.8,45.0,3.3,0.2,9.0,1.8,0.7,51.0,85.0,1.0,2.0,118.4,0.09,0.7,,72.0,0.2,0.1,0.9,440.0,49.0
GP059,"Eel jerky, fried",Fish and Other Seafood,Processed/Products,8.2,382.0,55.7,14.1,8.0,0.0,14.0,1069.0,654.0,15.4,,,,,28.0,,0.48,,,1480.0,0.0
GP002,"Eel, fried",Fish and Other Seafood,Processed/Products,11.2,417.0,25.9,19.4,32.0,0.0,11.5,840.0,872.0,4.9,71.0,217.7,0.3,1.8,0.0,,0.0,0.2,10.5,0.0,0.0
GR012,"Eel, saltwater, fresh",Fish and Other Seafood,Raw,78.0,91.0,19.0,1.7,0.0,0.0,1.3,20.0,150.0,2.0,129.0,233.3,0.1,0.3,45.0,0.0,0.05,0.1,1.8,,0.0
HP007,"Egg kalio, dish",Eggs,Processed/Products,79.0,193.0,10.6,12.4,9.7,,1.4,148.0,246.0,3.8,540.0,,,,160.0,,0.44,,,3600.0,0.0
GP082,Egg pempek,Fish and Other Seafood,Processed/Products,62.4,156.0,4.7,2.7,28.3,,1.9,13.0,83.0,1.3,448.0,48.0,0.1,0.6,,,0.2,0.05,1.1,,
CP063,Egg tofu,Grains and Legumes,Processed/Products,41.8,328.0,12.6,19.9,24.6,0.4,1.1,492.0,238.0,4.9,755.0,,,,73.0,,0.42,,,1860.0,0.0
DR154,"Eggplant, fresh",Vegetables,Raw,92.7,28.0,1.1,0.2,5.5,2.1,0.5,15.0,37.0,0.4,9.0,187.0,0.1,0.1,,46.0,0.04,0.03,0.5,30.0,5.0
AP082,Egyptian martabak,Cereals,Processed/Products,40.2,278.0,5.1,8.6,45.0,,1.1,49.0,168.0,3.4,193.0,123.0,0.2,0.9,,,,,,,
BR024,"Elephant foot, yam, fresh",Starchy Roots & Tubers,Raw,80.1,74.0,1.4,0.1,17.2,1.4,1.2,42.0,46.0,1.3,7.0,400.0,0.1,0.1,0.0,24.0,0.04,0.0,0.4,254.0,2.0
BP009,"Elephant foot, yam, steamed",Starchy Roots & Tubers,Processed/Products,75.5,93.0,1.5,0.1,21.9,0.9,1.0,50.0,58.0,0.8,6.0,350.3,0.1,0.1,0.0,0.0,0.09,0.0,0.3,283.0,0.0
FP046,"Empal (meat), Fried, dish",Meat and Poultry,Processed/Products,43.9,248.0,36.2,6.9,10.1,,2.0,131.0,235.0,6.4,848.0,,,,112.0,,0.55,,,620.0,0.0
CP024,Emping (melinjo chips),Grains and Legumes,Processed/Products,13.0,345.0,12.0,1.5,71.5,,28.0,100.0,400.0,5.0,,,,,,,0.2,,,,0.0
DR086,Encik mushroom,Vegetables,Raw,24.8,296.0,9.4,1.1,62.0,,2.7,5.0,277.0,5.3,2.0,0.0,0.2,3.1,,,1.1,0.1,,,
DR004,"Endive, fresh",Vegetables,Raw,91.8,226.0,1.6,0.2,5.3,4.1,1.1,33.0,66.0,1.0,29.0,414.6,0.13,1.0,,1717.0,0.14,0.09,0.5,,10.0
CP026,"Enting-enting gepuk, brand hello kity",Grains and Legumes,Processed/Products,2.4,538.0,13.6,30.3,52.6,0.2,1.0,81.0,248.0,1.6,,,,,0.0,,1.0,,,202.0,0.0
CP027,"Enting-enting gepuk, peanut",Grains and Legumes,Processed/Products,4.2,524.0,13.3,29.2,52.0,0.2,1.4,76.0,248.0,1.4,,,,,0.0,,0.62,,,272.0,0.0
CP028,"Enting-enting, sesame",Grains and Legumes,Processed/Products,3.7,565.0,18.2,38.4,36.8,1.9,3.0,251.0,502.0,10.9,,,,,0.0,,0.92,,,240.0,0.0
GR054,"European carp, fresh",Fish and Other Seafood,Raw,68.3,147.0,22.5,5.2,2.6,,1.4,80.0,230.0,1.3,,380.0,0.2,0.7,89.0,,,,,,
GP078,Featherback pempek,Fish and Other Seafood,Processed/Products,61.4,156.0,4.2,1.4,31.6,0.2,1.4,100.0,55.0,3.3,,,,,0.0,,0.03,,,0.0,0.0
NP001,Fermented baby shrimp / Balichong,Herbs and Spices,Processed/Products,59.9,152.0,13.2,0.8,22.9,1.5,3.6,380.0,210.0,2.9,120.0,310.0,0.8,1.1,34.0,0.0,0.01,0.08,0.2,,
NP002,Fermented fish / Bekasam,Herbs and Spices,Processed/Products,65.5,116.0,11.9,4.9,6.1,3.5,11.6,704.0,757.0,7.5,711.0,176.0,0.8,1.9,,0.0,0.0,0.03,2.1,,
DP033,Fern curry,Vegetables,Processed/Products,76.1,143.0,4.0,11.4,6.0,1.4,2.6,548.0,124.0,1.7,,,,,11.0,,0.35,,,9802.0,1.0
DR059,"Fern leaves, fresh",Vegetables,Raw,86.8,39.0,4.5,0.4,6.9,2.0,1.4,136.0,159.0,2.3,20.0,201.9,0.2,0.3,0.0,1625.0,0.02,0.1,0.5,3292.0,3.0
AR009,"Field rice, raw",Cereals,Raw,9.8,376.0,7.5,3.8,78.0,5.9,0.9,20.0,110.0,0.8,10.0,70.0,0.1,1.4,0.0,0.0,0.2,0.2,5.1,,0.0
GP061,Fillet o-fish,Fish and Other Seafood,Processed/Products,51.0,270.0,12.3,15.9,19.3,0.2,1.5,239.0,272.0,1.8,439.0,,,,34.0,,0.59,,,580.0,0.0
NR009,"Fingerroot, fresh",Herbs and Spices,Raw,90.0,40.0,1.0,0.8,7.2,1.0,1.0,50.0,50.0,2.0,33.0,480.0,0.02,0.3,,0.0,0.08,0.68,1.7,5000.0,50.0
HP004,"Fish egg, salted, raw",Eggs,Processed/Products,37.8,358.0,20.7,26.4,9.4,0.0,5.7,48.0,311.0,15.1,2684.0,59.0,0.4,3.0,1866.0,0.0,0.21,0.54,2.1,,
KR005,Fish fat,Fat and Oil,Raw,43.3,372.0,12.0,29.4,14.4,0.0,0.3,20.0,230.0,32.7,60.0,52.0,0.4,1.1,,,0.49,0.13,,,
GP065,"Fish gulai, dish",Fish and Other Seafood,Processed/Products,75.7,106.0,16.5,3.3,2.5,,2.0,306.0,196.0,4.8,743.0,,,,86.0,,0.32,,,2760.0,0.0
KR008,Fish oil,Fat and Oil,Raw,0.0,902.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24242.0,0.0,0.0,0.0,0.0,,0.0
NP006,Fish paste (petis),Herbs and Spices,Processed/Products,56.0,165.0,20.0,0.2,20.8,,3.0,37.0,36.0,2.8,,,,,,,0.01,0.2,0.8,0.0,0.0
GP038,"Fish, ground, raw",Fish and Other Seafood,Processed/Products,34.7,199.0,34.1,3.8,7.1,,20.3,94.0,92.0,2.2,377.0,57.0,0.1,3.2,2481.0,,1.5,0.13,7.2,,
GR077,"Flying fish, fresh",Fish and Other Seafood,Raw,79.9,87.0,16.0,2.2,1.0,0.0,0.9,75.0,136.0,1.0,,,,,6.0,,0.04,,,0.0,0.0
DR063,"Football fruit leaves, fresh",Vegetables,Raw,76.1,104.0,3.9,0.6,17.9,8.3,1.5,256.0,22.0,1.8,4.0,266.0,1.7,0.5,,55.0,0.4,0.1,0.1,,23.0
BP057,Forno sago,Starchy Roots & Tubers,Processed/Products,31.5,291.0,0.5,4.0,63.4,,0.6,10.0,20.0,0.8,40.0,50.0,0.1,0.2,0.0,0.0,,,,0.0,0.0
HR001,"Free-range egg, fresh",Eggs,Raw,73.1,174.0,10.8,14.0,1.2,0.0,0.9,68.0,268.0,4.9,190.0,141.0,0.6,1.5,203.0,23.0,0.78,0.62,0.2,125.0,
GP070,Fried pangasius,Fish and Other Seafood,Processed/Products,13.4,286.0,48.5,9.2,2.3,,26.6,207.0,457.0,3.3,,,,,109.0,,0.4,,3.1,160.0,0.0
GP020,Fried tilapia,Fish and Other Seafood,Processed/Products,44.7,416.0,46.9,23.9,0.0,0.0,2.2,346.0,654.0,0.9,54.0,278.9,0.0,0.2,12.0,3.0,0.12,0.1,2.2,8.0,0.0
GR042,"Frog, fresh",Fish and Other Seafood,Raw,76.0,112.0,20.0,3.0,0.0,0.0,1.0,20.0,100.0,1.0,,,,,30.0,0.0,0.05,,,,0.0
BR007,"Gadeng/Gadung, dried",Starchy Roots & Tubers,Raw,20.2,322.0,2.4,0.6,76.6,,0.2,39.0,22.0,2.2,5.0,2.0,0.5,0.2,0.0,0.0,0.45,0.02,1.0,0.0,0.0
DP031,Gado-gado,Vegetables,Processed/Products,68.5,137.0,6.1,3.2,21.0,1.1,1.5,301.0,135.0,7.5,,,,,3.0,,0.1,,,5929.0,1.0
BP035,"Gadung, chips",Starchy Roots & Tubers,Processed/Products,4.0,446.0,2.8,14.5,76.0,1.7,2.8,147.0,52.0,1.9,,,,,0.0,0.0,0.95,,,0.0,0.0
BR008,"Gadung, yam, fresh",Starchy Roots & Tubers,Raw,74.4,100.0,0.9,0.3,23.5,2.1,0.9,79.0,66.0,0.9,8.0,687.2,0.2,0.2,0.0,0.0,0.23,0.0,0.5,0.0,2.0
BP006,"Gadung, yam, steamed",Starchy Roots & Tubers,Processed/Products,77.4,88.0,0.6,0.3,20.9,0.9,0.8,26.0,47.0,0.4,6.0,584.0,0.2,0.2,0.0,0.0,0.03,0.0,0.4,0.0,0.0
NR010,"Galangal, fresh",Herbs and Spices,Raw,93.0,26.0,1.0,0.3,4.7,1.1,1.0,50.0,50.0,2.0,24.0,137.1,0.07,0.3,,5.0,0.08,0.06,0.3,5000.0,50.0
CR009,"Galing nut, fresh",Grains and Legumes,Raw,12.0,336.0,23.1,1.7,59.5,,3.8,80.0,400.0,5.0,,,,,0.0,,0.6,,,,0.0
DR022,"Gandiaria leaves, fresh",Vegetables,Raw,81.0,63.0,3.1,0.3,14.0,2.1,1.6,40.0,45.0,4.7,3.0,127.7,,,,503.0,0.04,0.04,0.2,600.0,61.0
BP007,"Ganyong, boiled",Starchy Roots & Tubers,Processed/Products,74.1,100.0,0.8,0.2,23.8,0.9,1.1,15.0,65.0,0.9,,,,,0.0,0.0,0.04,,,0.0,6.0
BP065,"Ganyong, flour",Starchy Roots & Tubers,Processed/Products,13.6,353.0,0.8,1.7,83.6,0.7,0.3,4.0,31.0,3.3,3.0,63.5,0.1,0.3,,0.0,0.02,0.0,0.9,0.0,1.0
BR009,"Ganyong, fresh",Starchy Roots & Tubers,Raw,79.9,77.0,0.6,0.2,18.4,0.8,0.9,15.0,67.0,1.0,,,,,0.0,0.0,0.1,,,0.0,9.0
ER077,"Gapi banana, fresh",Fruits,Raw,66.3,131.0,1.6,0.1,31.1,11.7,1.0,58.0,40.0,0.3,6.0,392.0,0.13,0.3,,13.0,0.18,0.02,0.3,,13.0
DR117,"Garlic chieves, fresh",Vegetables,Raw,86.3,45.0,2.2,0.3,10.3,4.8,0.9,52.0,50.0,1.1,21.0,439.5,0.11,0.5,,2685.0,0.11,0.2,1.8,40.0,17.0
DR118,"Garlic chieves, unripe, fresh",Vegetables,Raw,86.0,42.0,3.8,0.6,7.8,4.9,1.8,76.0,91.0,2.5,22.0,449.1,0.11,0.5,,2744.0,0.11,0.2,1.8,500.0,59.0
NR008,"Garlic, fresh",Herbs and Spices,Raw,71.0,112.0,4.5,0.2,23.1,0.6,1.8,42.0,134.0,1.0,46.0,665.7,0.09,0.4,,0.0,0.22,0.07,0.3,,15.0
DP049,Garu soup,Vegetables,Processed/Products,70.8,178.0,2.6,13.9,10.6,8.4,2.1,30.0,130.0,0.9,20.0,120.0,0.1,0.3,,,0.2,0.1,,,9.0
BP026,Gatot,Starchy Roots & Tubers,Processed/Products,12.8,347.0,1.3,0.7,83.8,5.8,1.4,78.0,44.0,17.1,28.0,242.0,0.2,0.7,,0.0,0.02,0.1,0.4,0.0,0.0
BP027,Geblek,Starchy Roots & Tubers,Processed/Products,52.1,195.0,0.4,1.7,44.4,3.6,1.4,35.0,13.0,0.6,353.0,125.0,0.3,0.3,,0.0,0.02,0.0,0.1,0.0,0.0
ER056,"Gedung mango, fresh",Fruits,Raw,87.4,44.0,0.7,0.2,11.2,1.6,0.5,13.0,10.0,0.2,2.0,83.6,0.04,0.1,,113.0,0.08,0.01,0.3,16400.0,30.0
AP048,Gemblong,Cereals,Processed/Products,36.2,274.0,1.7,5.4,55.5,2.2,1.2,69.0,55.0,3.3,,,,,0.0,0.0,0.0,,,0.0,0.0
AP049,"Gendar, fried",Cereals,Processed/Products,30.4,407.0,6.4,28.2,32.0,0.1,3.0,216.0,62.0,1.6,,,,,0.0,,0.16,0.0,0.6,184.0,0.0
CP029,Geplak,Grains and Legumes,Processed/Products,29.6,350.0,1.4,14.4,53.6,1.8,1.0,151.0,43.0,2.1,,,,,0.0,,0.12,0.02,0.8,120.0,0.0
CP030,Geplak jahe (Ginger taffy),Grains and Legumes,Processed/Products,12.4,462.0,3.1,24.4,57.7,3.3,2.5,212.0,161.0,6.6,,,,,0.0,,0.12,0.0,0.1,272.0,0.0
EP003,Getuk pisang,Fruits,Processed/Products,63.7,144.0,1.1,0.4,34.1,0.4,0.7,48.0,32.0,1.0,,,,,,,0.55,,,1240.0,0.0
BP028,"Getuk, fried",Starchy Roots & Tubers,Processed/Products,16.5,360.0,1.3,6.4,74.3,0.8,1.5,59.0,81.0,3.2,,,,,0.0,0.0,0.21,,0.1,0.0,0.0
GR083,"Giant freshwater prawn, fresh",Fish and Other Seafood,Raw,85.5,56.0,11.4,0.6,1.2,0.0,1.3,30.0,20.0,0.3,190.0,210.0,0.4,0.8,,0.0,0.14,0.0,0.1,,
GR071,"Giant snakehead, fresh",Fish and Other Seafood,Raw,76.9,96.0,19.2,2.0,0.2,,2.1,340.0,340.0,0.8,370.0,300.0,0.1,2.0,26.0,,,,,,
BP069,"Giant taro, flour",Starchy Roots & Tubers,Processed/Products,15.3,326.0,4.0,0.4,76.7,8.5,3.6,41.0,141.0,3.5,14.0,1602.0,0.4,1.4,,0.0,0.02,0.2,7.7,0.0,0.0
BR023,"Giant taro, taro, fresh",Starchy Roots & Tubers,Raw,14.0,353.0,0.7,0.2,84.7,6.6,0.4,11.0,13.0,1.5,30.0,694.6,0.6,2.2,,41.0,0.05,0.2,2.8,,5.0
GR016,"Giant trevally, fresh",Fish and Other Seafood,Raw,68.3,88.0,14.2,0.7,6.2,0.0,10.6,27.0,1760.0,1.5,217.0,202.0,0.0,4.1,,0.0,0.72,0.09,2.7,,
AP068,Ginger cookie,Cereals,Processed/Products,3.7,425.0,1.6,8.8,84.6,1.2,1.3,155.0,61.0,4.0,,,,,,,0.2,,,0.0,0.0
NR018,"Ginger, fresh",Herbs and Spices,Raw,55.0,51.0,1.5,1.0,10.1,12.0,1.2,21.0,39.0,1.6,12.0,441.7,0.48,0.7,,0.0,0.02,0.17,3.3,9.0,4.0
AP107,Glutinous rice srikaya,Cereals,Processed/Products,41.0,265.0,2.7,6.4,49.1,,0.8,,,,,,,,,,,,,,
AP015,"Glutinous rice, black, cooked",Cereals,Processed/Products,56.9,181.0,4.0,1.2,37.3,0.3,0.6,9.0,144.0,1.7,9.0,18.4,0.1,0.7,0.0,0.0,0.06,0.0,0.5,0.0,0.0
AR007,"Glutinous rice, black, mashed, raw",Cereals,Raw,13.7,360.0,8.0,2.3,74.5,1.0,1.5,10.0,347.0,6.2,11.0,288.0,0.28,2.2,0.0,0.0,0.24,0.1,2.0,0.0,0.0
AP016,"Glutinous rice, black, tapai",Cereals,Processed/Products,50.2,166.0,3.8,1.0,34.4,0.3,0.6,8.0,106.0,1.6,5.0,12.0,,,,,0.02,,,0.0,0.0
AP014,"Glutinous rice, ketupat",Cereals,Processed/Products,52.0,212.0,4.0,4.6,38.6,0.2,0.9,8.0,46.0,1.0,,,,,0.0,0.0,0.07,,0.2,0.0,0.0
AP079,"Glutinous rice, lupis",Cereals,Processed/Products,61.0,164.0,1.8,2.1,34.5,0.7,0.6,119.0,31.0,1.5,,,,,0.0,,0.09,0.0,0.2,0.0,0.0
AP017,"Glutinous rice, white, cooked",Cereals,Processed/Products,60.7,163.0,3.0,0.4,35.7,0.2,0.2,4.0,55.0,0.7,8.0,16.8,0.1,0.7,0.0,0.0,0.07,0.0,0.5,0.0,0.0
AR008,"Glutinous rice, white, mashed, raw",Cereals,Raw,12.9,361.0,7.4,0.8,78.4,0.4,0.5,13.0,157.0,3.4,3.0,282.0,0.28,2.2,0.0,0.0,0.28,0.0,1.4,0.0,0.0
AP018,"Glutinous rice, white, tapai",Cereals,Processed/Products,58.9,172.0,3.0,0.5,37.5,0.6,0.1,6.0,35.0,0.5,1.0,,,,0.0,0.0,0.04,0.0,0.2,0.0,0.0
FP047,Goat curry,Meat and Poultry,Processed/Products,78.4,126.0,4.2,9.4,6.2,,1.8,45.0,73.0,1.3,302.0,138.0,0.2,1.1,151.0,,0.13,0.01,,,
JR003,"Goat milk, fresh",Milk and Dairy Products,Raw,85.9,64.0,4.3,2.3,6.6,0.0,0.9,98.0,78.0,2.7,35.0,160.0,0.33,0.1,38.0,0.0,0.06,0.45,0.3,,1.0
FP071,"Goat soup, dish",Meat and Poultry,Processed/Products,91.6,34.0,5.5,0.8,1.1,,1.0,145.0,37.0,1.6,348.0,,,,48.0,,0.57,,,80.0,0.0
FR019,"Goat, meat, fresh",Meat and Poultry,Raw,70.3,149.0,16.6,9.2,0.0,0.0,3.9,11.0,124.0,1.0,96.0,268.7,0.31,4.9,0.0,0.0,0.09,0.23,5.0,,0.0
GR075,"Goldstripe sardinella, fresh",Fish and Other Seafood,Raw,81.9,73.0,16.4,0.3,0.0,0.0,1.4,18.0,147.0,1.1,,,,,0.0,,0.14,,,,0.0
FR004,"Goose, meat, fresh",Meat and Poultry,Raw,51.1,349.0,16.4,31.5,0.0,0.0,1.0,15.0,188.0,1.8,71.0,299.2,0.26,1.7,273.0,0.0,0.1,0.24,7.1,,0.0
ER078,"Goroho banana, fresh",Fruits,Raw,69.4,119.0,1.5,0.2,27.9,4.6,1.0,2.0,30.0,0.2,36.0,359.0,0.13,0.3,,11.0,0.15,0.02,1.1,,10.0
ER065,"Granadilla, fresh",Fruits,Raw,64.7,144.0,3.5,1.2,29.8,11.4,0.8,27.0,203.0,1.4,37.0,453.8,0.11,0.1,0.0,969.0,0.02,0.17,2.0,691.0,10.0
ER027,"Granadilla, fresh",Fruits,Raw,80.0,70.0,0.6,0.0,18.9,7.7,0.5,11.0,50.0,1.1,21.0,257.1,0.06,0.1,,549.0,0.0,0.1,1.1,10.0,16.0
ER079,"Green Banana, fresh",Fruits,Raw,68.9,121.0,1.0,0.1,28.9,0.4,1.1,9.0,37.0,0.9,31.0,529.4,0.28,0.6,,48.0,0.13,0.06,0.0,1000.0,13.0
NR012,"Green chili, fresh",Herbs and Spices,Raw,93.4,26.0,0.7,0.3,5.2,2.6,0.4,14.0,23.0,0.4,7.0,151.0,0.08,0.2,,44.0,0.05,0.06,0.4,260.0,84.0
CR008,"Green pea, fresh",Grains and Legumes,Raw,67.6,129.0,12.4,0.7,18.3,28.6,1.0,40.0,130.0,2.3,4.0,310.0,0.3,2.1,,212.0,0.29,0.05,2.7,,
GP015,"Green snapper, salted",Fish and Other Seafood,Processed/Products,44.7,162.0,31.7,2.8,0.3,0.0,15.5,279.0,609.0,4.6,4393.0,342.2,2.8,,0.0,,0.09,,,0.0,0.0
DR162,"Green tomato, fresh",Vegetables,Raw,93.0,24.0,2.0,0.7,3.3,1.8,2.0,5.0,27.0,0.5,10.0,210.0,0.07,0.2,,384.0,0.07,0.04,0.7,320.0,30.0
GP017,Grilled catfish,Fish and Other Seafood,Processed/Products,69.4,147.0,17.5,6.5,5.4,,1.2,54.0,194.0,0.1,142.0,209.0,,0.5,,,,,,,
GP007,Grilled Indonesian featherback,Fish and Other Seafood,Processed/Products,68.2,128.0,18.0,3.0,7.2,0.0,3.6,58.0,134.0,0.0,293.0,198.0,0.1,0.4,,0.0,1.8,0.17,1.5,,
ER031,Guava,Fruits,Raw,86.0,49.0,0.9,0.3,12.2,2.4,0.6,14.0,28.0,1.1,10.0,52.8,0.02,0.3,,27.0,0.02,0.03,0.8,25.0,87.0
DP032,"Gudeg, vegetables",Vegetables,Processed/Products,69.2,160.0,3.3,9.2,16.0,2.3,2.1,62.0,55.0,12.8,,,,,0.0,,0.15,,,166.0,0.0
GP063,"Gulai asam keueung, dish",Fish and Other Seafood,Processed/Products,86.0,52.0,10.0,0.5,1.8,,1.7,62.0,102.0,0.3,332.0,141.0,0.0,1.0,,,0.18,0.34,,,
GP064,"Gulai ikan paya, dish",Fish and Other Seafood,Processed/Products,72.1,148.0,10.0,9.8,5.0,,3.1,103.0,82.0,0.7,525.0,256.0,0.1,0.9,,,0.26,0.02,,,
GP066,"Gulai keumamah, dish",Fish and Other Seafood,Processed/Products,81.4,110.0,5.9,8.2,3.2,,1.3,32.0,96.0,1.0,335.0,121.0,0.2,0.9,,,0.33,0.04,,,
BP030,Gurandil,Starchy Roots & Tubers,Processed/Products,47.5,218.0,0.5,2.5,48.5,3.1,1.0,50.0,25.0,2.8,,,,,,,0.19,,,0.0,0.0
FP005,Ham,Meat and Poultry,Processed/Products,42.0,384.0,16.9,35.0,0.3,0.0,5.8,10.0,136.0,2.5,112.0,819.3,0.11,0.4,0.0,,0.7,0.95,9.7,,0.0
JP002,Hangop,Milk and Dairy Products,Processed/Products,84.0,65.0,10.0,1.0,3.5,0.0,1.5,180.0,190.0,0.2,126.0,374.4,0.0,,,22.0,0.03,0.43,0.2,,
GP033,"Hara fish, dish",Fish and Other Seafood,Processed/Products,33.6,284.0,34.1,9.9,14.6,0.0,7.8,1426.0,1103.0,9.5,1767.0,263.0,1.3,18.7,,,0.49,0.03,,,
ER058,"Harumanis/arumanis mango,fresh",Fruits,Raw,86.6,46.0,0.4,0.2,11.9,1.7,0.8,15.0,9.0,0.2,2.0,88.9,0.04,0.1,,120.0,0.08,0.01,0.3,1200.0,6.0
